osm_id;ort;plz;landkreis;bundesland
173095;Leichlingen;42799;Rheinisch-Bergischer Kreis;Nordrhein-Westfalen
1113735;Leidenborn;54619;Eifelkreis Bitburg-Prüm;Rheinland-Pfalz
395350;Leidersbach;63849;Landkreis Miltenberg;Bayern
1259834;Leienkaul;56759;Landkreis Cochem-Zell;Rheinland-Pfalz
1374990;Leiferde;38542;Landkreis Gifhorn;Niedersachsen
1060437;Leimbach;53518;Landkreis Ahrweiler;Rheinland-Pfalz
1171869;Leimbach;54673;Eifelkreis Bitburg-Prüm;Rheinland-Pfalz
2874390;Leimbach;36433;Wartburgkreis;Thüringen
453397;Leimen;69181;Rhein-Neckar-Kreis;Baden-Württemberg
1251058;Leimen;66978;Landkreis Südwestpfalz;Rheinland-Pfalz
1250449;Leimersheim;76774;Landkreis Germersheim;Rheinland-Pfalz
181149;Leinach;97274;Landkreis Würzburg;Bayern
2816395;Leinatal;99894;Landkreis Gotha;Thüringen
65151;Leinburg;91227;Landkreis Nürnberger Land;Bayern
2393608;Leinefelde-Worbis;37327;Landkreis Eichsfeld;Thüringen
2393608;Leinefelde-Worbis;37339;Landkreis Eichsfeld;Thüringen
2796536;Leinfelden-Echterdingen;70771;Landkreis Esslingen;Baden-Württemberg
410502;Leingarten;74211;Landkreis Heilbronn;Baden-Württemberg
1182313;Leiningen;56291;Rhein-Hunsrück-Kreis;Rheinland-Pfalz
1252723;Leinsweiler;76829;Landkreis Südliche Weinstraße;Rheinland-Pfalz
915436;Leinzell;73575;Ostalbkreis;Baden-Württemberg
964466;Leipheim;89340;Landkreis Günzburg;Bayern
62649;Leipzig;04103;;Sachsen
62649;Leipzig;04105;;Sachsen
62649;Leipzig;04107;;Sachsen
62649;Leipzig;04109;;Sachsen
62649;Leipzig;04129;;Sachsen
62649;Leipzig;04155;;Sachsen
62649;Leipzig;04157;;Sachsen
62649;Leipzig;04158;;Sachsen
62649;Leipzig;04159;;Sachsen
62649;Leipzig;04177;;Sachsen
62649;Leipzig;04178;;Sachsen
62649;Leipzig;04179;;Sachsen
62649;Leipzig;04205;;Sachsen
62649;Leipzig;04207;;Sachsen
62649;Leipzig;04209;;Sachsen
62649;Leipzig;04229;;Sachsen
62649;Leipzig;04249;;Sachsen
62649;Leipzig;04275;;Sachsen
62649;Leipzig;04277;;Sachsen
62649;Leipzig;04279;;Sachsen
62649;Leipzig;04288;;Sachsen
62649;Leipzig;04289;;Sachsen
62649;Leipzig;04299;;Sachsen
62649;Leipzig;04315;;Sachsen
62649;Leipzig;04316;;Sachsen
62649;Leipzig;04317;;Sachsen
62649;Leipzig;04318;;Sachsen
62649;Leipzig;04319;;Sachsen
62649;Leipzig;04328;;Sachsen
62649;Leipzig;04329;;Sachsen
62649;Leipzig;04347;;Sachsen
62649;Leipzig;04349;;Sachsen
62649;Leipzig;04356;;Sachsen
62649;Leipzig;04357;;Sachsen
1244323;Leisel;55767;Landkreis Birkenfeld;Rheinland-Pfalz
415408;Leisnig;04703;Landkreis Mittelsachsen;Sachsen
1245064;Leitzweiler;55779;Landkreis Birkenfeld;Rheinland-Pfalz
1255918;Leiwen;54340;Landkreis Trier-Saarburg;Rheinland-Pfalz
1424141;Leizen;17209;Landkreis Mecklenburgische Seenplatte;Mecklenburg-Vorpommern
2020635;Lelkendorf;17168;Landkreis Rostock;Mecklenburg-Vorpommern
1251149;Lemberg;66969;Landkreis Südwestpfalz;Rheinland-Pfalz
1380343;Lembruch;49459;Landkreis Diepholz;Niedersachsen
1380342;Lemförde;49448;Landkreis Diepholz;Niedersachsen
142624;Lemgo;32657;Kreis Lippe;Nordrhein-Westfalen
1821903;Lemgow;29485;Landkreis Lüchow-Dannenberg;Niedersachsen
2179186;Lemnitz;07819;Saale-Orla-Kreis;Thüringen
532786;Lemwerder;27809;Landkreis Wesermarsch;Niedersachsen
934749;Lengdorf;84435;Landkreis Erding;Bayern
152397;Lengede;38268;Landkreis Peine;Niedersachsen
1079018;Lengenbostel;27419;Landkreis Rotenburg (Wümme);Niedersachsen
446587;Lengenfeld;08485;Vogtlandkreis;Sachsen
448309;Lengenwang;87663;Landkreis Ostallgäu;Bayern
155441;Lengerich;49525;Kreis Steinfurt;Nordrhein-Westfalen
1815349;Lengerich;49838;Landkreis Emsland;Niedersachsen
1273307;Lengfeld;98660;Landkreis Hildburghausen;Thüringen
935242;Lenggries;83661;Landkreis Bad Tölz-Wolfratshausen;Bayern
2014100;Lenne;37627;Landkreis Holzminden;Niedersachsen
1891508;Lennestadt;57368;Kreis Olpe;Nordrhein-Westfalen
2795564;Lenningen;73252;Landkreis Esslingen;Baden-Württemberg
2795564;Lenningen;73266;Landkreis Esslingen;Baden-Württemberg
382411;Lensahn;23738;Kreis Ostholstein;Schleswig-Holstein
2396105;Lenterode;37318;Landkreis Eichsfeld;Thüringen
423182;Lentföhrden;24632;Kreis Segeberg;Schleswig-Holstein
423182;Lentföhrden;24640;Kreis Segeberg;Schleswig-Holstein
943556;Lenting;85101;Landkreis Eichstätt;Bayern
1289788;Lenzen (Elbe);19309;Landkreis Prignitz;Brandenburg
1289803;Lenzerwische;19309;Landkreis Prignitz;Brandenburg
317630;Lenzkirch;79853;Landkreis Breisgau-Hochschwarzwald;Baden-Württemberg
722150;Leonberg;71229;Landkreis Böblingen;Baden-Württemberg
975238;Leonberg;95666;Landkreis Tirschenreuth;Bayern
1408064;Leopoldshagen;17375;Landkreis Vorpommern-Greifswald;Mecklenburg-Vorpommern
142651;Leopoldshöhe;33818;Kreis Lippe;Nordrhein-Westfalen
1332922;Letschin;15324;Landkreis Märkisch-Oderland;Brandenburg
1244065;Lettweiler;67823;Landkreis Bad Kreuznach;Rheinland-Pfalz
416475;Leubsdorf;09573;Landkreis Mittelsachsen;Sachsen
443577;Leubsdorf;53547;Landkreis Neuwied;Rheinland-Pfalz
1059428;Leuchtenberg;92705;Landkreis Neustadt an der Waldnaab;Bayern
215981;Leun;35638;Lahn-Dill-Kreis;Hessen
2405941;Leuna;06237;Saalekreis;Sachsen-Anhalt
1021697;Leupoldsgrün;95191;Landkreis Hof;Bayern
1451578;Leussow;19288;Landkreis Ludwigslust-Parchim;Mecklenburg-Vorpommern
401695;Leutenbach;71397;Rems-Murr-Kreis;Baden-Württemberg
1080485;Leutenbach;91359;Landkreis Forchheim;Bayern
1273355;Leutenberg;07338;Landkreis Saalfeld-Rudolstadt;Thüringen
2856451;Leutenthal;99439;Landkreis Weimarer Land;Thüringen
535128;Leuterod;56244;Westerwaldkreis;Rheinland-Pfalz
418710;Leutersdorf;02794;Landkreis Görlitz;Sachsen
2828181;Leutersdorf;98617;Landkreis Schmalkalden-Meiningen;Thüringen
534188;Leutershausen;91578;Landkreis Ansbach;Bayern
444287;Leutesdorf;56599;Landkreis Neuwied;Rheinland-Pfalz
2806741;Leutkirch im Allgäu;88299;Landkreis Ravensburg;Baden-Württemberg
950325;Levenhagen;17498;Landkreis Vorpommern-Greifswald;Mecklenburg-Vorpommern
62449;Leverkusen;51371;;Nordrhein-Westfalen
62449;Leverkusen;51373;;Nordrhein-Westfalen
62449;Leverkusen;51375;;Nordrhein-Westfalen
62449;Leverkusen;51377;;Nordrhein-Westfalen
62449;Leverkusen;51379;;Nordrhein-Westfalen
62449;Leverkusen;51381;;Nordrhein-Westfalen
449905;Lewitzrand;19372;Landkreis Ludwigslust-Parchim;Mecklenburg-Vorpommern
449905;Lewitzrand;19374;Landkreis Ludwigslust-Parchim;Mecklenburg-Vorpommern
1417211;Lexgaard;25923;Kreis Nordfriesland;Schleswig-Holstein
418622;Lich;35423;Landkreis Gießen;Hessen
1273291;Lichte;98739;Landkreis Saalfeld-Rudolstadt;Thüringen
148083;Lichtenau;33165;Kreis Paderborn;Nordrhein-Westfalen
414486;Lichtenau;09244;Landkreis Mittelsachsen;Sachsen
534384;Lichtenau;91586;Landkreis Ansbach;Bayern
1188850;Lichtenau;77839;Landkreis Rastatt;Baden-Württemberg
1021701;Lichtenberg;95192;Landkreis Hof;Bayern
1307640;Lichtenberg;01896;Landkreis Bautzen;Sachsen
416501;Lichtenberg/Erzgebirge;09638;Landkreis Mittelsachsen;Sachsen
1113726;Lichtenborn;54619;Eifelkreis Bitburg-Prüm;Rheinland-Pfalz
198603;Lichtenfels;35104;Landkreis Waldeck-Frankenberg;Hessen
1026859;Lichtenfels;96215;Landkreis Lichtenfels;Bayern
2772600;Lichtenstein;72805;Landkreis Reutlingen;Baden-Württemberg
417027;Lichtenstein/Sachsen;09350;Landkreis Zwickau;Sachsen
417078;Lichtentanne;08115;Landkreis Zwickau;Sachsen
2792897;Lichtenwald;73669;Landkreis Esslingen;Baden-Württemberg
1322949;Lichterfeld-Schacksdorf;03238;Landkreis Elbe-Elster;Brandenburg
455279;Liebenau;34396;Landkreis Kassel;Hessen
1183247;Liebenau;31618;Landkreis Nienburg/Weser;Niedersachsen
1421454;Liebenburg;38704;Landkreis Goslar;Niedersachsen
533253;Liebenscheid;56479;Westerwaldkreis;Rheinland-Pfalz
396225;Liebenstein;99330;Ilm-Kreis;Thüringen
1310094;Liebenwalde;16559;Landkreis Oberhavel;Brandenburg
1388733;Lieberose;15868;Landkreis Dahme-Spreewald;Brandenburg
535250;Liebschützberg;04758;Landkreis Nordsachsen;Sachsen
1241483;Liebshausen;55494;Rhein-Hunsrück-Kreis;Rheinland-Pfalz
455487;Liebstadt;01825;Landkreis Sächsische Schweiz-Osterzgebirge;Sachsen
414800;Liederbach;65835;Main-Taunus-Kreis;Hessen
1266514;Lieg;56290;Landkreis Cochem-Zell;Rheinland-Pfalz
155440;Lienen;49536;Kreis Steinfurt;Nordrhein-Westfalen
1318363;Liepe;16248;Landkreis Barnim;Brandenburg
1408062;Liepgarten;17375;Landkreis Vorpommern-Greifswald;Mecklenburg-Vorpommern
1113758;Lierfeld;54597;Eifelkreis Bitburg-Prüm;Rheinland-Pfalz
539908;Lierschied;56357;Rhein-Lahn-Kreis;Rheinland-Pfalz
1269722;Liesenich;56858;Landkreis Cochem-Zell;Rheinland-Pfalz
1258367;Lieser;54470;Landkreis Bernkastel-Wittlich;Rheinland-Pfalz
1152711;Ließem;54636;Eifelkreis Bitburg-Prüm;Rheinland-Pfalz
412962;Lieth;25770;Kreis Dithmarschen;Schleswig-Holstein
1332905;Lietzen;15306;Landkreis Märkisch-Oderland;Brandenburg
1437546;Lietzow;18528;Landkreis Vorpommern-Rügen;Mecklenburg-Vorpommern
423195;Lilienthal;28865;Landkreis Osterholz;Niedersachsen
446590;Limbach;08468;Vogtlandkreis;Sachsen
446590;Limbach;08491;Vogtlandkreis;Sachsen
453164;Limbach;57629;Westerwaldkreis;Rheinland-Pfalz
1244081;Limbach;55606;Landkreis Bad Kreuznach;Rheinland-Pfalz
403737;Limbach (Baden);74838;Neckar-Odenwald-Kreis;Baden-Württemberg
283719;Limbach-Oberfrohna;09212;Landkreis Zwickau;Sachsen
324307;Limburg a. d. Lahn;65549;Landkreis Limburg-Weilburg;Hessen
324307;Limburg a. d. Lahn;65550;Landkreis Limburg-Weilburg;Hessen
324307;Limburg a. d. Lahn;65551;Landkreis Limburg-Weilburg;Hessen
324307;Limburg a. d. Lahn;65552;Landkreis Limburg-Weilburg;Hessen
324307;Limburg a. d. Lahn;65553;Landkreis Limburg-Weilburg;Hessen
324307;Limburg a. d. Lahn;65554;Landkreis Limburg-Weilburg;Hessen
324307;Limburg a. d. Lahn;65555;Landkreis Limburg-Weilburg;Hessen
324307;Limburg a. d. Lahn;65556;Landkreis Limburg-Weilburg;Hessen
418404;Limburgerhof;67117;Rhein-Pfalz-Kreis;Rheinland-Pfalz
450112;Limeshain;63694;Wetteraukreis;Hessen
1465816;Linau;22959;Kreis Herzogtum Lauenburg;Schleswig-Holstein
548049;Lind;56729;Landkreis Mayen-Koblenz;Rheinland-Pfalz
1021834;Lind;53506;Landkreis Ahrweiler;Rheinland-Pfalz
2179190;Linda;07819;Saale-Orla-Kreis;Thüringen
2789093;Linda b. Weida;07580;Landkreis Greiz;Thüringen
548494;Lindau;24214;Kreis Rendsburg-Eckernförde;Schleswig-Holstein
959426;Lindau (Bodensee);88131;Landkreis Lindau;Bayern
959162;Lindberg;94227;Landkreis Regen;Bayern
418618;Linden;35440;Landkreis Gießen;Hessen
453165;Linden;57629;Westerwaldkreis;Rheinland-Pfalz
964256;Linden;25791;Kreis Dithmarschen;Schleswig-Holstein
1253837;Linden;66851;Landkreis Kaiserslautern;Rheinland-Pfalz
1253837;Linden;67706;Landkreis Kaiserslautern;Rheinland-Pfalz
1314220;Lindenau;01945;Landkreis Oberspreewald-Lausitz;Brandenburg
1249986;Lindenberg;67473;Landkreis Bad Dürkheim;Rheinland-Pfalz
1427227;Lindenberg;17111;Landkreis Mecklenburgische Seenplatte;Mecklenburg-Vorpommern
454330;Lindenberg im Allgäu;88161;Landkreis Lindau;Bayern
1332954;Lindendorf;15306;Landkreis Märkisch-Oderland;Brandenburg
186896;Lindenfels;64678;Kreis Bergstraße;Hessen
2804441;Lindenkreuz;07589;Landkreis Greiz;Thüringen
1246418;Lindenschied;55481;Rhein-Hunsrück-Kreis;Rheinland-Pfalz
1101318;Lindern (Oldenburg);49699;Landkreis Cloppenburg;Niedersachsen
1419899;Lindetal;17349;Landkreis Mecklenburgische Seenplatte;Mecklenburg-Vorpommern
2395939;Lindewerra;37318;Landkreis Eichsfeld;Thüringen
1156031;Lindewitt;24969;Kreis Schleswig-Flensburg;Schleswig-Holstein
372850;Lindholz;18334;Landkreis Vorpommern-Rügen;Mecklenburg-Vorpommern
1169360;Lindhorst;31698;Landkreis Schaumburg;Niedersachsen
2456331;Lindig;07768;Saale-Holzland-Kreis;Thüringen
173847;Lindlar;51789;Oberbergischer Kreis;Nordrhein-Westfalen
1302373;Lindow (Mark);16835;Landkreis Ostprignitz-Ruppin;Brandenburg
1808867;Lindwedel;29690;Landkreis Heidekreis;Niedersachsen
1075335;Lingen (Ems);49808;Landkreis Emsland;Niedersachsen
1075335;Lingen (Ems);49809;Landkreis Emsland;Niedersachsen
1075335;Lingen (Ems);49811;Landkreis Emsland;Niedersachsen
1250345;Lingenfeld;67360;Landkreis Germersheim;Rheinland-Pfalz
1182325;Lingerhahn;56291;Rhein-Hunsrück-Kreis;Rheinland-Pfalz
445743;Linkenbach;56317;Landkreis Neuwied;Rheinland-Pfalz
659818;Linkenheim-Hochstetten;76351;Landkreis Karlsruhe;Baden-Württemberg
158394;Linnich;52441;Kreis Düren;Nordrhein-Westfalen
1183248;Linsburg;31636;Landkreis Nienburg/Weser;Niedersachsen
535929;Linsengericht;63589;Main-Kinzig-Kreis;Hessen
540425;Linthe;14822;Landkreis Potsdam-Mittelmark;Brandenburg
443578;Linz am Rhein;53545;Landkreis Neuwied;Rheinland-Pfalz
443578;Linz am Rhein;53560;Landkreis Neuwied;Rheinland-Pfalz
2778385;Lippersdorf-Erdmannsdorf;07646;Saale-Holzland-Kreis;Thüringen
153230;Lippetal;59510;Kreis Soest;Nordrhein-Westfalen
540460;Lipporn;56357;Rhein-Lahn-Kreis;Rheinland-Pfalz
2400598;Lipprechterode;99752;Landkreis Nordhausen;Thüringen
152781;Lippstadt;59555;Kreis Soest;Nordrhein-Westfalen
152781;Lippstadt;59556;Kreis Soest;Nordrhein-Westfalen
152781;Lippstadt;59557;Kreis Soest;Nordrhein-Westfalen
152781;Lippstadt;59558;Kreis Soest;Nordrhein-Westfalen
1075148;Lirstal;56767;Landkreis Vulkaneifel;Rheinland-Pfalz
1077567;Lisberg;96170;Landkreis Bamberg;Bayern
1075996;Lissendorf;54587;Landkreis Vulkaneifel;Rheinland-Pfalz
1141533;List auf Sylt;25992;Kreis Nordfriesland;Schleswig-Holstein
1077561;Litzendorf;96123;Landkreis Bamberg;Bayern
418120;Löbau;02708;Landkreis Görlitz;Sachsen
453366;Lobbach;74931;Rhein-Neckar-Kreis;Baden-Württemberg
2778386;Löberschütz;07751;Saale-Holzland-Kreis;Thüringen
2778482;Löbichau;04626;Landkreis Altenburger Land;Thüringen
374305;Löbnitz;18314;Landkreis Vorpommern-Rügen;Mecklenburg-Vorpommern
445992;Löbnitz;04509;Landkreis Nordsachsen;Sachsen
405785;Löchgau;74369;Landkreis Ludwigsburg;Baden-Württemberg
453166;Lochum;57629;Westerwaldkreis;Rheinland-Pfalz
1407860;Löcknitz;17321;Landkreis Vorpommern-Greifswald;Mecklenburg-Vorpommern
450214;Lockstedt;25551;Kreis Steinburg;Schleswig-Holstein
1477862;Lockwisch;23923;Landkreis Nordwestmecklenburg;Mecklenburg-Vorpommern
1433092;Loddin;17459;Landkreis Vorpommern-Greifswald;Mecklenburg-Vorpommern
2778483;Lödla;04617;Landkreis Altenburger Land;Thüringen
546642;Löf;56332;Landkreis Mayen-Koblenz;Rheinland-Pfalz
309860;Loffenau;76597;Landkreis Rastatt;Baden-Württemberg
319271;Löffingen;79843;Landkreis Breisgau-Hochschwarzwald;Baden-Württemberg
450226;Lohbarbek;25551;Kreis Steinburg;Schleswig-Holstein
959917;Lohberg;93470;Landkreis Cham;Bayern
556654;Lohe-Föhrden;24806;Kreis Rendsburg-Eckernförde;Schleswig-Holstein
412963;Lohe-Rickelshof;25746;Kreis Dithmarschen;Schleswig-Holstein
1115032;Lohfelden;34253;Landkreis Kassel;Hessen
1799277;Lohheide;29303;Landkreis Celle;Niedersachsen
940969;Lohkirchen;84494;Landkreis Mühldorf am Inn;Bayern
2179191;Löhma;07907;Saale-Orla-Kreis;Thüringen
173123;Lohmar;53797;Rhein-Sieg-Kreis;Nordrhein-Westfalen
1437955;Lohme;18551;Landkreis Vorpommern-Rügen;Mecklenburg-Vorpommern
534521;Lohmen;01847;Landkreis Sächsische Schweiz-Osterzgebirge;Sachsen
1964779;Lohmen;18276;Landkreis Rostock;Mecklenburg-Vorpommern
324298;Löhnberg;35792;Landkreis Limburg-Weilburg;Hessen
1400519;Lohne;49393;Landkreis Vechta;Niedersachsen
147449;Löhne;32584;Kreis Herford;Nordrhein-Westfalen
1254716;Lohnsfeld;67727;Donnersbergkreis;Rheinland-Pfalz
1246767;Lohnweiler;67744;Landkreis Kusel;Rheinland-Pfalz
225498;Lohra;35102;Landkreis Marburg-Biedenkopf;Hessen
337282;Lohr am Main;97816;Landkreis Main-Spessart;Bayern
538925;Lohrheim;65558;Rhein-Lahn-Kreis;Rheinland-Pfalz
1309581;Lohsa - Łaz;02999;Landkreis Bautzen;Sachsen
959900;Loiching;84180;Landkreis Dingolfing-Landau;Bayern
2337633;Loissin;17509;Landkreis Vorpommern-Greifswald;Mecklenburg-Vorpommern
1149228;Loit;24888;Kreis Schleswig-Flensburg;Schleswig-Holstein
1286653;Loitsche-Heinrichsberg;39326;Landkreis Börde;Sachsen-Anhalt
1427503;Loitz;17121;Landkreis Vorpommern-Greifswald;Mecklenburg-Vorpommern
959635;Loitzendorf;94359;Landkreis Straubing-Bogen;Bayern
418609;Lollar;35457;Landkreis Gießen;Hessen
1244069;Löllbach;67744;Landkreis Bad Kreuznach;Rheinland-Pfalz
540058;Lollschied;56357;Rhein-Lahn-Kreis;Rheinland-Pfalz
547961;Lommatzsch;01623;Landkreis Meißen;Sachsen
1255896;Longen;54338;Landkreis Trier-Saarburg;Rheinland-Pfalz
1258365;Longkamp;54472;Landkreis Bernkastel-Wittlich;Rheinland-Pfalz
1255902;Longuich;54340;Landkreis Trier-Saarburg;Rheinland-Pfalz
71267;Löningen;49624;Landkreis Cloppenburg;Niedersachsen
1016530;Lonnerstadt;91475;Landkreis Erlangen-Höchstadt;Bayern
543125;Lonnig;56295;Landkreis Mayen-Koblenz;Rheinland-Pfalz
2788067;Lonsee;89173;Alb-Donau-Kreis;Baden-Württemberg
1248580;Lonsheim;55237;Landkreis Alzey-Worms;Rheinland-Pfalz
450074;Looft;25582;Kreis Steinburg;Schleswig-Holstein
553522;Loop;24644;Kreis Rendsburg-Eckernförde;Schleswig-Holstein
548620;Loose;24366;Kreis Rendsburg-Eckernförde;Schleswig-Holstein
310397;Löptin;24250;Kreis Plön;Schleswig-Holstein
409103;Lorch;65391;Rheingau-Taunus-Kreis;Hessen
550218;Lorch;73547;Ostalbkreis;Baden-Württemberg
2787952;Lörrach;79539;Landkreis Lörrach;Baden-Württemberg
2787952;Lörrach;79540;Landkreis Lörrach;Baden-Württemberg
2787952;Lörrach;79541;Landkreis Lörrach;Baden-Württemberg
537052;Lorsch;64653;Kreis Bergstraße;Hessen
1256950;Lorscheid;54317;Landkreis Trier-Saarburg;Rheinland-Pfalz
2007764;Lorup;26901;Landkreis Emsland;Niedersachsen
1245808;Lörzweiler;55296;Landkreis Mainz-Bingen;Rheinland-Pfalz
1187155;Losheim am See;66679;Landkreis Merzig-Wadern;Saarland
1258357;Lösnich;54492;Landkreis Bernkastel-Wittlich;Rheinland-Pfalz
422918;Lossatal;04808;Landkreis Leipzig;Sachsen
935836;Loßburg;72290;Landkreis Freudenstadt;Baden-Württemberg
401871;Lößnitz;08294;Erzgebirgskreis;Sachsen
155567;Lotte;49504;Kreis Steinfurt;Nordrhein-Westfalen
1157529;Lottorf;24878;Kreis Schleswig-Flensburg;Schleswig-Holstein
1240384;Lottstetten;79807;Landkreis Waldshut;Baden-Württemberg
1261696;Lötzbeuren;56843;Landkreis Bernkastel-Wittlich;Rheinland-Pfalz
1310096;Löwenberger Land;16775;Landkreis Oberhavel;Brandenburg
1415324;Löwenstedt;25864;Kreis Nordfriesland;Schleswig-Holstein
410483;Löwenstein;74245;Landkreis Heilbronn;Baden-Württemberg
1161995;Loxstedt;27612;Landkreis Cuxhaven;Niedersachsen
145290;Lübbecke;32312;Kreis Minden-Lübbecke;Nordrhein-Westfalen
1322898;Lübbenau/Spreewald;03222;Landkreis Oberspreewald-Lausitz;Brandenburg
1389285;Lübben (Spreewald);15907;Landkreis Dahme-Spreewald;Brandenburg
904551;Lübberstedt;27729;Landkreis Osterholz;Niedersachsen
1515756;Lübberstorf;23992;Landkreis Nordwestmecklenburg;Mecklenburg-Vorpommern
1821904;Lübbow;29488;Landkreis Lüchow-Dannenberg;Niedersachsen
27027;Lübeck;23552;;Schleswig-Holstein
27027;Lübeck;23554;;Schleswig-Holstein
27027;Lübeck;23556;;Schleswig-Holstein
27027;Lübeck;23558;;Schleswig-Holstein
27027;Lübeck;23560;;Schleswig-Holstein
27027;Lübeck;23562;;Schleswig-Holstein
27027;Lübeck;23564;;Schleswig-Holstein
27027;Lübeck;23566;;Schleswig-Holstein
27027;Lübeck;23568;;Schleswig-Holstein
27027;Lübeck;23569;;Schleswig-Holstein
27027;Lübeck;23570;;Schleswig-Holstein
1451596;Lübesse;19077;Landkreis Ludwigslust-Parchim;Mecklenburg-Vorpommern
1451552;Lüblow;19288;Landkreis Ludwigslust-Parchim;Mecklenburg-Vorpommern
1432697;Lubmin;17509;Landkreis Vorpommern-Greifswald;Mecklenburg-Vorpommern
1504867;Lübow;23972;Landkreis Nordwestmecklenburg;Mecklenburg-Vorpommern
1408067;Lübs;17379;Landkreis Vorpommern-Greifswald;Mecklenburg-Vorpommern
1444900;Lübstorf;19069;Landkreis Nordwestmecklenburg;Mecklenburg-Vorpommern
1451563;Lübtheen;19249;Landkreis Ludwigslust-Parchim;Mecklenburg-Vorpommern
449881;Lübz;19386;Landkreis Ludwigslust-Parchim;Mecklenburg-Vorpommern
1463291;Lüchow;23898;Kreis Herzogtum Lauenburg;Schleswig-Holstein
1818755;Lüchow;29439;Landkreis Lüchow-Dannenberg;Niedersachsen
1263711;Lucka;04613;Landkreis Altenburger Land;Thüringen
1322897;Luckaitztal;03229;Landkreis Oberspreewald-Lausitz;Brandenburg
1389443;Luckau;15926;Landkreis Dahme-Spreewald;Brandenburg
1821913;Luckau (Wendland);29487;Landkreis Lüchow-Dannenberg;Niedersachsen
453167;Luckenbach;57629;Westerwaldkreis;Rheinland-Pfalz
1258430;Lückenburg;54424;Landkreis Bernkastel-Wittlich;Rheinland-Pfalz
422435;Luckenwalde;14943;Landkreis Teltow-Fläming;Brandenburg
1408069;Luckow;17375;Landkreis Vorpommern-Greifswald;Mecklenburg-Vorpommern
168563;Lüdenscheid;58507;Märkischer Kreis;Nordrhein-Westfalen
168563;Lüdenscheid;58509;Märkischer Kreis;Nordrhein-Westfalen
168563;Lüdenscheid;58511;Märkischer Kreis;Nordrhein-Westfalen
168563;Lüdenscheid;58513;Märkischer Kreis;Nordrhein-Westfalen
168563;Lüdenscheid;58515;Märkischer Kreis;Nordrhein-Westfalen
1250037;Lüder;29394;Landkreis Uelzen;Niedersachsen
1978257;Lüdersburg;21379;Landkreis Lüneburg;Niedersachsen
1479258;Lüdersdorf;23923;Landkreis Nordwestmecklenburg;Mecklenburg-Vorpommern
1169358;Lüdersfeld;31702;Landkreis Schaumburg;Niedersachsen
374314;Lüdershagen;18314;Landkreis Vorpommern-Rügen;Mecklenburg-Vorpommern
157722;Lüdinghausen;59348;Kreis Coesfeld;Nordrhein-Westfalen
1424135;Ludorf;17207;Landkreis Mecklenburgische Seenplatte;Mecklenburg-Vorpommern
238962;Ludwigsau;36251;Landkreis Hersfeld-Rotenburg;Hessen
405292;Ludwigsburg;71634;Landkreis Ludwigsburg;Baden-Württemberg
405292;Ludwigsburg;71636;Landkreis Ludwigsburg;Baden-Württemberg
405292;Ludwigsburg;71638;Landkreis Ludwigsburg;Baden-Württemberg
405292;Ludwigsburg;71640;Landkreis Ludwigsburg;Baden-Württemberg
405292;Ludwigsburg;71642;Landkreis Ludwigsburg;Baden-Württemberg
405292;Ludwigsburg;71672;Landkreis Ludwigsburg;Baden-Württemberg
1022779;Ludwigschorgast;95364;Landkreis Kulmbach;Bayern
422432;Ludwigsfelde;14974;Landkreis Teltow-Fläming;Brandenburg
62347;Ludwigshafen am Rhein;67059;;Rheinland-Pfalz
62347;Ludwigshafen am Rhein;67061;;Rheinland-Pfalz
62347;Ludwigshafen am Rhein;67063;;Rheinland-Pfalz
62347;Ludwigshafen am Rhein;67065;;Rheinland-Pfalz
62347;Ludwigshafen am Rhein;67067;;Rheinland-Pfalz
62347;Ludwigshafen am Rhein;67069;;Rheinland-Pfalz
62347;Ludwigshafen am Rhein;67071;;Rheinland-Pfalz
1245840;Ludwigshöhe;55278;Landkreis Mainz-Bingen;Rheinland-Pfalz
1451551;Ludwigslust;19288;Landkreis Ludwigslust-Parchim;Mecklenburg-Vorpommern
1021753;Ludwigsstadt;96337;Landkreis Kronach;Bayern
1251124;Ludwigswinkel;66996;Landkreis Südwestpfalz;Rheinland-Pfalz
1184650;Lüerdissen;37635;Landkreis Holzminden;Niedersachsen
1251072;Lug;76848;Landkreis Südwestpfalz;Rheinland-Pfalz
536006;Lugau/Erzgebirge;09385;Erzgebirgskreis;Sachsen
142696;Lügde;32676;Kreis Lippe;Nordrhein-Westfalen
2027764;Lühburg;17179;Landkreis Rostock;Mecklenburg-Vorpommern
1182504;Luhden;31711;Landkreis Schaumburg;Niedersachsen
1059464;Luhe-Wildenau;92706;Landkreis Neustadt an der Waldnaab;Bayern
1433749;Lühmannsdorf;17495;Landkreis Vorpommern-Greifswald;Mecklenburg-Vorpommern
548586;Luhnstedt;24816;Kreis Rendsburg-Eckernförde;Schleswig-Holstein
2800645;Luisenthal;99885;Landkreis Gotha;Thüringen
318228;Lülsfeld;97511;Landkreis Schweinfurt;Bayern
2778481;Lumpzig;04626;Landkreis Altenburger Land;Thüringen
952206;Lunden;25774;Kreis Dithmarschen;Schleswig-Holstein
1113748;Lünebach;54597;Eifelkreis Bitburg-Prüm;Rheinland-Pfalz
2420744;Lüneburg;21335;Landkreis Lüneburg;Niedersachsen
2420744;Lüneburg;21337;Landkreis Lüneburg;Niedersachsen
2420744;Lüneburg;21339;Landkreis Lüneburg;Niedersachsen
